테마분류,코스 아이디,관광지 아이디,지역 아이디,관광지명,경도(도),위도(도),코스순서,이동시간,실내구분,테마명
TH03,242,24204,4889033001,(합천)가야산,128.117936,35.8221,4,12,실외,자연/힐링
TH03,243,24301,4833034004,(양산)내원사계곡,129.09841,35.436219,1,0,실외,자연/힐링
TH05,243,24302,4833034004,(양산)내원사,129.104494,35.424295,2,2,실외,종교/역사/전통
TH05,243,24303,4833034000,(양산)노전암,129.11047,35.447183,3,4,실외,종교/역사/전통
TH02,243,24304,4833034000,(양산)도자기공원 ,129.080679,35.450449,4,6,실외,체험/학습/산업
TH06,243,24305,4833034005,(양산)통도환타지아,129.089872,35.492361,5,9,실외,쇼핑/놀이
TH03,243,24306,4817031000,(진주)천수교,128.076796,35.184822,6,12,실외,자연/힐링
TH01,243,24307,4817031000,(진주)남가람문화거리,128.093057,35.186098,7,16,실외,문화/예술
TH05,243,24308,4817031000,(진주)진주성,128.076013,35.188478,8,18,실외,종교/역사/전통
TH03,244,24401,4885040002,(하동)청학동,127.724421,35.23438,1,0,실외,자연/힐링
TH03,244,24402,4885031004,(하동)삼성궁,127.701606,35.241947,2,3,실외,자연/힐링
TH03,244,24403,4886035001,(산청)대원사계곡,127.8077,35.355205,3,7,실외,자연/힐링
TH03,244,24404,4887025002,(함양)상림,127.719681,35.524224,4,11,실외,자연/힐링
TH05,244,24405,4887036000,(함양)농월정,127.781021,35.638401,5,16,실외,종교/역사/전통
TH02,245,24501,4822051000,(통영)여객선터미널,128.420156,34.839749,1,0,실외,체험/학습/산업
TH05,245,24502,4822036001,(통영)제승당,128.4716365,34.7941775,2,0,실외,종교/역사/전통
TH03,245,24503,4831033001,(거제)망산,128.604809,34.711879,3,3,실외,자연/힐링
TH02,245,24504,4824051000,(사천)여객터미널,128.068715,34.926594,4,5,실외,체험/학습/산업
TH03,245,24505,4824000001,(사천)코섬,128.052617,34.904409,5,8,실외,자연/힐링
TH03,245,24506,4824000001,(사천)씨앗섬,128.074683,34.915096,6,10,실외,자연/힐링
TH03,245,24507,4824000001,(사천)아두섬,128.074014,34.909285,7,13,실외,자연/힐링
TH03,245,24508,4884039001,(창녕)단항대교,128.033704,34.920835,8,15,실외,자연/힐링
TH03,245,24509,4824037000,(창녕)향기섬,127.965897,34.946186,9,16,실외,자연/힐링
TH03,245,24510,4824037000,(사천)비토앞,127.972229,34.972083,10,16,실외,자연/힐링
TH03,245,24511,4884033002,(남해)저도앞 죽방렴 ,128.000668,34.832687,11,17,실외,자연/힐링
TH03,245,24512,4824051000,(사천)늑도대교,128.042384,34.924205,12,18,실외,자연/힐링
TH03,245,24513,4824051000,(사천)초양대교,128.047022,34.92626,13,19,실외,자연/힐링
TH03,245,24514,4824051000,(사천)대방진굴항,128.056869,34.928781,14,19,실외,자연/힐링
TH03,246,24601,4817037001,(진주)경상남도 수목원,128.294298,35.159682,1,0,실외,자연/힐링
TH03,246,24602,4882033000,(고성)상족암 군립공원 ,128.146819,34.921141,2,2,실외,자연/힐링
TH03,246,24603,4884032002,(남해)내산편백 자연휴양림,128.016658,34.752331,3,6,실외,자연/힐링
TH03,246,24604,4884032002,(남해)금산,127.981483,34.756021,4,10,실외,자연/힐링
TH03,246,24605,4884038002,(남해)남해대교 유원지,127.872035,34.944159,5,14,실외,자연/힐링
TH03,246,24606,4885025000,(하동)백사청송송림공원,127.750572,35.063647,6,17,실외,자연/힐링
TH05,247,24701,4825055000,(김해)수로왕비릉,128.877647,35.243783,1,0,실외,종교/역사/전통
TH05,247,24702,4825055000,(김해)국립김해박물관,128.873502,35.242827,2,2,실내,종교/역사/전통
TH05,247,24703,4825052000,(김해)수로왕릉,128.878365,35.235306,3,4,실외,종교/역사/전통
TH05,247,24704,4825055000,(김해)대성동고분박물관,128.873076,35.236489,4,6,실내,종교/역사/전통
TH05,247,24705,4825052000,(김해)봉황동 유적,128.876117,35.230533,5,8,실외,종교/역사/전통
TH06,247,24706,4833034005,(양산)통도환타지아,129.083138,35.499991,6,9,실외,쇼핑/놀이
TH02,247,24707,4833034000,(양산)도자기공원,129.080679,35.450449,7,12,실외,체험/학습/산업
TH03,247,24708,4833034000,(양산)해운자연농원,129.075929,35.463357,8,15,실외,자연/힐링
TH02,247,24709,4833033000,(양산)소석마을 팜스테이,129.045193,35.419248,9,18,실내,체험/학습/산업
TH03,251,25101,4122037000,(평택)평택호관광지,126.9195292,36.9364591,1,0,실외,자연/힐링
TH02,251,25102,4122032000,(평택)웃다리문화촌,127.0081861,37.06874329,2,3,실외,체험/학습/산업
TH06,251,25103,4122058000,(평택)평택국제중앙시장,127.0524392,37.08014315,3,5,실외,쇼핑/놀이
TH03,252,25201,4482535000,(태안)신두리 해안사구,126.2021878,36.84449593,1,0,실외,자연/힐링
TH03,252,25202,4482535000,(태안)두웅습지,126.207191,36.83335238,2,2,실외,자연/힐링
TH03,252,25203,4482535000,(태안)신두리해수욕장,126.1839384,36.83664799,3,4,실외,자연/힐링
TH03,252,25204,4482525000,(태안)태안해안국립공원,126.2924638,36.74637972,4,7,실외,자연/힐링
TH01,253,25301,4127300000,(안산)유리섬박물관,126.6023434,37.21982542,1,0,실내,문화/예술
TH01,253,25302,4127300000,(안산)경기도미술관,126.8099905,37.32507738,2,3,실내,문화/예술
TH01,253,25303,4127100000,(안산)성호기념관,126.8595762,37.31507667,3,5,실외,문화/예술
TH03,253,25304,4127100000,(안산)안산갈대습지공원,126.8397549,37.27372275,4,7,실외,자연/힐링
TH02,254,25401,4127100000,(안산)코르디움,126.8352151,37.28531108,1,0,실외,체험/학습/산업
TH02,254,25402,4127300000,(안산)누에섬 등대전망대,126.6314788,37.1866314,2,3,실외,체험/학습/산업
TH01,254,25403,4127300000,(안산)어촌민속박물관,126.6461191,37.19250762,3,5,실내,문화/예술
TH02,254,25404,4127300000,(안산)종현어촌체험마을,126.5476428,37.28047795,4,7,실외,체험/학습/산업
TH03,255,25501,4182033000,(가평)아침고요수목원,127.3525371,37.74395643,1,0,실외,자연/힐링
TH03,255,25502,4182031000,(가평)청평호반,127.4715575,37.68125478,2,2,실외,자연/힐링
TH01,255,25503,4182032500,(가평)쁘띠프랑스,127.489785,37.7141523,3,5,실외,문화/예술
TH03,255,25504,4182032500,(가평)청평자연휴양림,127.4072389,37.71179945,4,7,실외,자연/힐링
TH01,255,25505,4182031000,(가평)에델바이스 스위스테마파크,127.4472455,37.66801149,5,9,실외,문화/예술
TH03,256,25601,4182025000,(가평)이화원,127.5195652,37.8183267,1,0,실외,자연/힐링
TH04,256,25602,4182025000,(가평)자라섬오토캠핑장,127.5233956,37.81971162,2,2,실외,캠핑/스포츠
TH03,256,25603,4182025000,(가평)남이섬,127.5253692,37.80396145,3,4,실외,자연/힐링
TH03,256,25604,4211040000,(춘천)제이드가든 수목원,127.5515042,37.83330296,4,6,실외,자연/힐링
TH03,257,25701,4213031000,(원주)치악산국립공원,128.0645783,37.4059371,1,0,실외,자연/힐링
TH04,257,25702,4213031000,(원주)치악산 구룡자동차야영장,128.0454935,37.40775081,2,2,실외,캠핑/스포츠
TH06,257,25703,4213031000,(원주)원주 드림랜드,128.0614172,37.43259843,3,4,실외,쇼핑/놀이
TH06,257,25704,4213033000,(원주)원주레일파크,127.8372646,37.36305074,4,7,실외,쇼핑/놀이
TH03,257,25705,4213033000,(원주)간현관광지,127.832544,37.36489327,5,9,실외,자연/힐링
TH03,258,25801,4313038500,(충주)목계솔밭,127.8718711,37.0610997,1,0,실외,자연/힐링
TH01,258,25802,4313038500,(충주)중앙탑공원,127.8651272,37.01668341,2,2,실외,문화/예술
TH02,258,25803,4313038500,(충주)조정체험학교,127.8646334,37.01951631,3,4,실외,체험/학습/산업
TH03,258,25804,4313038500,(충주)봉황자연휴양림,127.8297473,37.05652102,4,6,실외,자연/힐링
TH03,258,25805,4313038500,(충주)봉황경(능암리섬),127.8551834,37.06624466,5,8,실외,자연/힐링
TH02,259,25901,4713066000,(경주)신라밀레니엄파크,129.2926263,35.83550906,1,0,실외,체험/학습/산업
TH02,259,25902,4713066000,(경주)한국역사문화음식학교,129.2872962,35.84286577,2,2,실외,체험/학습/산업
TH02,259,25903,4713066000,(경주)경주 버드파크,129.2614458,35.84958322,3,4,실외,체험/학습/산업
TH02,259,25904,4713057000,(경주)신라문화체험장,129.2173151,35.83595333,4,6,실내,체험/학습/산업
TH05,259,25905,4713037000,(경주)경주 양동마을,129.2547328,35.99975908,5,9,실외,종교/역사/전통
TH05,260,26001,4613025000,(여수)향일암,127.8029861,34.59379448,1,0,실외,종교/역사/전통
TH02,260,26002,4613025000,(여수)해양수산과학관,127.7759001,34.68223916,2,2,실내,체험/학습/산업
TH03,260,26003,4613025000,(여수)돌산도,127.7219298,34.61734836,3,5,실외,자연/힐링
TH03,260,26004,4613025000,(여수)돌산공원,127.7921091,34.68571886,4,7,실외,자연/힐링
TH03,260,26005,4613053500,(여수)오동도,127.7660053,34.74523371,5,9,실외,자연/힐링
TH03,261,26101,4615031000,(순천)순천만 용산전망대(S자 물길),127.5292252,34.86610844,1,0,실외,자연/힐링
TH03,261,26102,4615063500,(순천)순천만자연생태공원,127.5092849,34.885797,2,2,실외,자연/힐링
TH03,261,26103,4615063500,(순천)순천만 정원,127.4993631,34.92879098,3,4,실외,자연/힐링
TH03,261,26104,4615038000,(순천)낙안민속자연휴양림,127.3523877,34.91226627,4,7,실외,자연/힐링
TH05,261,26105,4615038000,(순천)순천 낙안읍성,127.3418235,34.90640134,5,9,실외,종교/역사/전통
TH02,262,26201,4150053000,(이천)이천 세라피아,127.4259263,37.27407054,1,0,실외,체험/학습/산업
TH01,262,26202,4150053000,(이천)이천시립월전미술관,127.4240483,37.28016467,2,2,실외,문화/예술
TH01,262,26203,4150031000,(이천)해강도자미술관,127.4056121,37.30914518,3,4,실외,문화/예술
TH02,262,26204,4150038000,(이천)돼지보러오면돼지(돼지박물관),127.5839436,37.08577791,4,7,실외,체험/학습/산업
TH03,263,26301,4146135000,(용인)한택식물원,127.4097994,37.0941305,1,0,실외,자연/힐링
TH02,263,26302,4146135000,(용인)용인축협자연체험스쿨 한우랜드,127.4085491,37.11013765,2,2,실외,체험/학습/산업
TH02,263,26303,4146134000,(용인)농촌테마파크,127.300359,37.17070579,3,4,실외,체험/학습/산업
TH03,263,26304,4146131000,(용인)용인자연휴양림 에코어드벤처,127.2678463,37.31487489,4,7,실외,자연/힐링
TH05,264,26401,4167036000,(여주)여주 고달사지,127.6525188,37.3938178,1,0,실외,종교/역사/전통
TH05,264,26402,4167051000,(여주)신륵사 ,127.6599364,37.29742583,2,2,실외,종교/역사/전통
TH05,264,26403,4167051000,(여주)여주박물관,127.6533782,37.2996535,3,4,실내,종교/역사/전통
TH05,264,26404,4167034000,(여주)영릉(英陵)과 영릉(寧陵),127.6036441,37.30423172,4,7,실외,종교/역사/전통
TH05,264,26405,4167051000,(여주)명성황후 생가,127.6562001,37.25939095,5,9,실외,종교/역사/전통
TH04,265,26501,4182035000,(가평)연인산다목적캠핑장,127.4603694,37.90133002,1,0,실외,캠핑/스포츠
TH03,265,26502,4182035000,(가평) 연인산마을,127.4626482,37.90137514,2,2,실외,자연/힐링
TH03,265,26503,4182035000,(가평)자연과별천문대,127.4741602,37.91286852,3,4,실내,자연/힐링
TH03,265,26504,4182035000,(가평)명지계곡,127.4400914,37.99086285,4,6,실외,자연/힐링
TH01,265,26505,4182035000,(가평)남송미술관,127.4722736,37.90451182,5,9,실외,문화/예술
TH04,266,26601,4282032000,(고성)송지호 오토캠핑장,128.5117993,38.34397674,1,0,실외,캠핑/스포츠
TH03,266,26602,4282032000,(고성)왕곡마을,128.4995839,38.34111051,2,2,실외,자연/힐링
TH03,266,26603,4282032000,(고성)공현진1리해변,128.4981875,38.35727077,3,4,실외,자연/힐링
TH03,266,26604,4282032000,(고성)송지호,128.5254679,38.32969671,4,6,실외,자연/힐링
TH02,266,26605,4282032000,(고성)오호어촌체험마을,128.5254679,38.32969671,5,8,실외,체험/학습/산업
TH04,267,26701,1144074000,(서울)월드컵공원 노을캠핑장,126.8785375,37.5693167,1,0,실외,캠핑/스포츠
TH03,267,26702,1144074000,(서울)한강시민공원 난지지구(난지한강공원),126.8854211,37.56283679,2,2,실외,자연/힐링
TH05,267,26703,1156062000,(서울)한강방어백골부대전적비,126.8819122,37.5488355,3,4,실외,종교/역사/전통
TH03,267,26704,1156062000,(서울)양화교 인공폭포,126.8821428,37.5500518,4,6,실외,자연/힐링
TH03,267,26705,1144074000,(서울)월드컵공원,126.8984363,37.56352625,5,8,실외,자연/힐링
TH04,268,26801,4115054500,(의정부)서울YMCA 다락원캠핑장,127.0412595,37.700694,1,0,실외,캠핑/스포츠
TH05,268,26802,4115054500,(의정부)원효사,127.0474805,37.70826222,2,2,실외,종교/역사/전통
TH05,268,26803,1132052100,(서울)도봉서원,127.029151,37.68829535,3,4,실외,종교/역사/전통
TH03,268,26804,4115055500,(의정부)원도봉유원지,127.0394,37.7064763,4,6,실외,자연/힐링
TH03,268,26805,1132052200,(서울)서울창포원,127.0471648,37.68954007,5,8,실외,자연/힐링
TH04,269,26901,4831032000,(거제)학동자동차야영장,128.6415987,34.77656312,1,0,실외,캠핑/스포츠
TH03,269,26902,4831032000,(거제)거제자연휴양림,128.6259438,34.78569962,2,2,실외,자연/힐링
TH03,269,26903,4831032000,(거제)거제 학동리 동백나무 숲 및 팔색조번식지,128.6335822,34.77418343,3,4,실외,자연/힐링
TH03,269,26904,4831032000,(거제)학동흑진주몽돌해변,128.6402409,34.77330435,4,6,실외,자연/힐링
TH03,269,26905,4831032000,(거제)학동마을,128.6335822,34.77418343,5,8,실외,자연/힐링
TH04,270,27001,3611031000,(세종)합강공원 오토캠핑장,127.3371846,36.51747743,1,0,실외,캠핑/스포츠
TH05,270,27002,3611032000,(세종)합호서원,127.3271117,36.52320796,2,2,실외,종교/역사/전통
TH05,270,27003,3611032000,(세종)황룡사,127.3482425,36.52563891,3,4,실외,종교/역사/전통
TH04,271,27101,4777025000,(영덕)영덕군해맞이캠핑장,129.42022,36.423126,1,0,실외,캠핑/스포츠
TH02,271,27102,4777025000,(영덕)풍력발전단지,129.4195773,36.4247678,2,2,실외,체험/학습/산업
TH03,271,27103,4777025000,(영덕)창포마을,129.4242408,36.41603074,3,4,실외,자연/힐링
TH03,271,27104,4777025000,(영덕)영덕해맞이공원,129.4352377,36.4274692,4,6,실외,자연/힐링
TH04,272,27201,4415039000,(공주)잼핑홀리데이 잼핑카라반,127.0213437,36.55718826,1,0,실내,캠핑/스포츠
TH02,272,27202,4415039000,(공주)한국문화연수원,127.0103223,36.56623726,2,2,실내,체험/학습/산업
TH05,272,27203,4415039000,(공주)마곡사,127.0116035,36.55740589,3,4,실외,종교/역사/전통
TH01,273,27301,4146357000,(용인)한국미술관,127.1319658,37.30896658,1,0,실내,문화/예술
TH06,273,27302,4146125000,(용인)에버랜드,127.2021298,37.29406534,2,2,실외,쇼핑/놀이
TH03,273,27303,4146125000,(용인)캐리비안베이,127.2021298,37.29406534,3,4,실내,자연/힐링
TH03,273,27304,4146136000,(용인)양지파인리조트,127.2937748,37.21038292,4,6,실내,자연/힐링
TH02,273,27305,4146125000,(용인)삼성화재교통박물관,127.2169538,37.30037157,5,9,실내,체험/학습/산업
TH04,274,27401,4688040000,(장성)백양사 가인야영장,126.8813453,35.43302218,1,0,실외,캠핑/스포츠
TH03,274,27402,4688040000,(장성)장성호관광지,126.8427823,35.41775666,2,2,실외,자연/힐링
TH05,274,27403,4688036000,(장성)황룡전적지,126.7492848,35.28827622,3,5,실외,종교/역사/전통
TH05,274,27404,4688036000,(장성)필암서원,126.751933,35.31095929,4,7,실외,종교/역사/전통
TH04,275,27501,4182031000,(가평)유명산자연휴양림 야영장,127.4910593,37.59294075,1,0,실외,캠핑/스포츠
TH03,275,27502,4182034000,(가평)코스모피아 천문대,127.3921159,37.91475251,2,3,실내,자연/힐링
TH02,275,27503,4182033000,(가평)취옹예술관,127.3611743,37.77022756,3,6,실내,체험/학습/산업
TH03,276,27601,4273033000,(횡성)청태산자연휴양림,128.2968658,37.52907993,1,0,실외,자연/힐링
TH02,276,27602,4273033000,(횡성)숲체원,128.2866886,37.53722046,2,2,실외,체험/학습/산업
TH03,276,27603,4276034000,(평창)허브나라농원,128.3409335,37.63878942,3,4,실외,자연/힐링
TH01,276,27604,4276034000,(평창)이효석 문학관,128.3701138,37.61317426,4,7,실외,문화/예술
TH05,277,27701,4831058000,(거제)거제포로수용소 유적공원,128.6253698,34.87637981,1,0,실외,종교/역사/전통
TH03,277,27702,4831031000,(거제)구조라해수욕장,128.6922064,34.80794823,2,2,실외,자연/힐링
TH03,277,27703,4831033000,(거제)신선대 전망대,128.6720222,34.74063117,3,5,실내,자연/힐링
TH03,277,27704,4822067000,(통영)한려수도 조망케이블카,128.4251256,34.82664901,4,8,실외,자연/힐링
TH02,277,27705,4822025000,(통영)통영수산과학관,128.4071015,34.76425688,5,10,실내,체험/학습/산업
TH03,277,27706,4822051000,(통영)해저터널,128.4116764,34.83608214,6,12,실내,자연/힐링
TH04,278,27801,4182025000,(가평)자라섬오토캠핑장,127.5233956,37.81971162,1,0,실외,캠핑/스포츠
TH03,278,27802,4182032500,(가평)호명호수공원,127.45437,37.77753078,2,2,실외,자연/힐링
TH01,278,27803,4182032500,(가평)쁘띠프랑스,127.489785,37.7141523,3,5,실외,문화/예술
TH03,278,27804,4211040000,(춘천)강촌유원지,127.6461946,37.79186458,4,7,실외,자연/힐링
TH01,278,27805,4211033000,(춘천)김유정 문학촌,127.718669,37.81912531,5,9,실외,문화/예술
TH05,279,27901,4380031000,(단양)사인암,128.3406147,36.89250425,1,0,실외,종교/역사/전통
TH02,279,27902,4380031000,(단양)방곡도깨비마을,128.3115578,36.82805845,2,2,실외,체험/학습/산업
TH03,279,27903,4315032000,(제천)청풍호 유람선,128.1726215,37.00806768,3,5,실외,자연/힐링
TH03,279,27904,4380025300,(단양)도담삼봉,128.3432157,37.00339776,4,8,실외,자연/힐링
TH03,279,27905,4380033000,(단양)온달관광지,128.4929221,37.06295564,5,10,실외,자연/힐링
TH05,280,28001,4772031000,(군위)법주사,128.4380788,36.27289654,1,0,실외,종교/역사/전통
TH03,280,28002,4772037000,(군위)아미산,128.7773095,36.12411338,2,3,실외,자연/힐링
TH03,280,28003,4772037000,(군위)장곡자연휴양림,128.8373537,36.13027881,3,5,실외,자연/힐링
TH03,280,28004,4772033000,(군위)부계 한밤마을 돌담길,128.6642008,36.10090431,4,8,실외,자연/힐링
TH05,280,28005,4772033000,(군위)군위 삼존석굴,128.6399047,36.04781807,5,10,실외,종교/역사/전통
TH05,281,28101,4682025000,(해남)고산 윤선도 유적지,126.6217872,34.55096226,1,0,실외,종교/역사/전통
TH05,281,28102,4682031000,(해남)대흥사,126.6166256,34.47714639,2,2,실외,종교/역사/전통
TH03,281,28103,4682034000,(해남)땅끝관광지,126.5274832,34.29978334,3,5,실외,자연/힐링
TH03,281,28104,4682032000,(해남)간척지 담수호 주변 철새도래지,126.5151915,34.49134271,4,8,실외,자연/힐링
TH05,281,28105,4682040000,(해남)우항리 공룡화석자연사유적지,126.442833,34.58908885,5,10,실외,종교/역사/전통
TH04,282,28201,4313037000,(충주)밤별캠핑장,127.7272134,37.1546799,1,0,실외,캠핑/스포츠
TH02,282,28202,4182031000,(가평)대리마을 산골농원,127.5100209,37.5963901,2,4,실내,체험/학습/산업
TH02,282,28203,4313037000,(충주)일중요 (밤골도예),127.7386761,37.1435052,3,8,실내,체험/학습/산업
TH03,282,28204,4313037000,(충주)앙성탄산온천,127.7971929,37.09384216,4,10,실내,자연/힐링
TH03,283,28301,4217053000,(동해)무릉계곡,129.0982789,37.48839889,1,0,실외,자연/힐링
TH03,283,28302,4217060000,(동해)추암해변,129.1591129,37.47719846,2,2,실외,자연/힐링
TH03,283,28303,4217051000,(동해)천곡동굴,129.1126385,37.51799329,3,4,실내,자연/힐링
TH03,283,28304,4217063000,(동해)망상해변,129.0885786,37.59411016,4,7,실외,자연/힐링
TH03,283,28305,4217057000,(동해)묵호항,129.1135164,37.54348582,5,9,실외,자연/힐링
TH03,283,28306,4217059000,(동해)묵호등대,129.1185985,37.5544544,6,11,실내,자연/힐링
TH03,283,28307,4217059000,(동해)논골담길,129.1152653,37.55492398,7,13,실외,자연/힐링
TH03,284,28401,4182025000,(가평)이화원 나비스토리,127.5195651,37.8183284,1,0,실외,자연/힐링
TH03,284,28402,4182035000,(가평)무주채폭포,127.4350469,38.01488941,2,3,실외,자연/힐링
TH03,284,28403,4182035000,(가평)강씨봉자연휴양림,127.4094061,37.96725406,3,5,실외,자연/힐링
TH02,284,28404,4182035000,(가평)명지산생태전시관,127.4876636,37.9360394,4,7,실내,체험/학습/산업
TH01,284,28405,4182035000,(가평)남송미술관,127.4723055,37.9045153,5,9,실내,문화/예술
TH02,284,28406,4182035000,(가평)가평현암농경유물박물관,127.5481859,37.88038002,6,12,실내,체험/학습/산업
TH03,285,28501,4833033000,(양산)홍룡폭포,129.0866054,35.3969773,1,0,실외,자연/힐링
TH05,285,28502,4833034000,(양산)내원사,129.1104697,35.4471826,2,2,실외,종교/역사/전통
TH03,285,28503,4833031000,(양산)법기수원지,129.1094585,35.34758045,3,5,실외,자연/힐링
TH03,285,28504,4833051500,(양산)양산타워,129.0288516,35.33685312,4,7,실내,자연/힐링
TH06,285,28505,4833051500,(양산)남부시장,129.0372093,35.3428094,5,9,실외,쇼핑/놀이
TH06,285,28506,4833034000,(양산)통도환타지아,129.0824477,35.49832396,6,12,실외,쇼핑/놀이
TH03,285,28507,4833054000,(양산)대운산자연휴양림,129.2088996,35.41785561,7,14,실외,자연/힐링
TH03,286,28601,4711333000,(포항)내연산계곡,129.2894452,36.24830178,1,0,실외,자연/힐링
TH03,286,28602,4711336000,(포항)덕동문화마을,129.1841426,36.16783716,2,2,실외,자연/힐링
TH03,286,28603,4711336000,(포항)비학산자연휴양림,129.2108032,36.14744624,3,5,실외,자연/힐링
TH03,286,28604,4711300000,(포항)영일대 전망대,129.382627,36.0630722,4,7,실내,자연/힐링
TH02,286,28605,4711100000,(포항)포항해양스포츠아카데미,129.3634622,36.0090799,5,9,실외,체험/학습/산업
TH03,286,28606,4711325000,(포항)칠포해수욕장,129.3975948,36.13146039,6,12,실외,자연/힐링
TH02,287,28701,4673025000,(구례)야생화 압화전시관,127.4603284,35.1968434,1,0,실외,체험/학습/산업
TH02,287,28702,4673037000,(구례)지리산치즈랜드,127.4205404,35.2783987,2,2,실외,체험/학습/산업
TH03,287,28703,4673037000,(구례)수락폭포,127.45892,35.34717828,3,5,실외,자연/힐링
TH05,287,28704,4673031000,(구례)사성암,127.4700521,35.18187053,4,7,실외,종교/역사/전통
TH02,287,28705,4673032000,(구례)섬진강어류생태관,127.5455395,35.18698373,5,10,실내,체험/학습/산업
TH05,287,28706,4673033000,(구례)운조루,127.5153758,35.20619185,6,12,실외,종교/역사/전통
TH05,287,28707,4673034000,(구례)화엄사,127.4975445,35.25636638,7,14,실외,종교/역사/전통
TH02,287,28708,4673034000,(구례)반달가슴곰생태학습장,127.4901833,35.24195342,8,16,실외,체험/학습/산업
TH05,288,28801,4519046000,(남원)실상사,127.6350765,35.4167367,1,0,실외,종교/역사/전통
TH03,288,28802,4580036000,(부안)직소폭포,126.5698954,35.62644646,2,6,실외,자연/힐링
TH05,288,28803,4580037000,(부안)내소사,126.5882999,35.61002809,3,8,실외,종교/역사/전통
TH03,288,28804,4580036000,(부안)채석강,126.4704676,35.6280585,4,10,실외,자연/힐링
TH03,288,28805,4580036000,(부안)격포해변,126.4698149,35.62927777,5,12,실외,자연/힐링
TH01,288,28806,4580036000,(부안)금구원야외조각미술관,126.4887038,35.62051607,6,14,실내,문화/예술
TH05,288,28807,4580039000,(부안)개암사,126.6531156,35.66035427,7,17,실외,종교/역사/전통
TH04,289,28901,4471036000,(금산)금산산림문화타운,127.3747519,36.06158596,1,0,실외,캠핑/스포츠
TH03,289,28902,4471036000,(금산)십이폭포,127.4798648,36.0156123,2,2,실외,자연/힐링
TH03,289,28903,4471036000,(금산)개삼터공원,127.4776544,36.07503751,3,5,실외,자연/힐링
TH06,289,28904,4471025000,(금산)인삼약초시장,127.4983651,36.10108106,4,7,실내,쇼핑/놀이
TH02,289,28905,4471031000,(금산)금산향토관,127.491925,36.1141071,5,9,실내,체험/학습/산업
TH02,289,28906,4471032000,(금산)금강생태과학체험관,127.5686706,36.10506857,6,11,실내,체험/학습/산업
TH03,289,28907,4471033000,(금산)적벽강,127.5972537,36.0482635,7,13,실외,자연/힐링
TH03,290,29001,4376033000,(괴산)수옥폭포,128.0266068,36.8055081,1,0,실외,자연/힐링
TH02,290,29002,4376033000,(괴산)한지체험박물관,128.0152702,36.78573136,2,2,실내,체험/학습/산업
TH03,290,29003,4376036000,(괴산)화양구곡,127.8289243,36.66241008,3,5,실외,자연/힐링
TH03,290,29004,4376036000,(괴산)선유구곡,127.875,36.6791096,4,7,실외,자연/힐링
TH03,290,29005,4376034000,(괴산)쌍곡구곡,127.916268,36.72832504,5,9,실외,자연/힐링
TH03,290,29006,4376034000,(괴산)산막이옛길,127.8389377,36.76129498,6,12,실외,자연/힐링
TH03,290,29007,4376034000,(괴산)둔율올갱이마을,127.8488009,36.78314311,7,14,실외,자연/힐링
TH03,290,29008,4376036000,(괴산)용추폭포,127.8429197,36.6978545,8,16,실외,자연/힐링
TH01,291,29101,2915551000,(광주)양림동 역사문화마을,126.9153518,35.14207654,1,0,실외,문화/예술
TH03,291,29102,2915551000,(광주)양림산,126.9102053,35.1385163,2,2,실외,자연/힐링
TH03,291,29103,2915554500,(광주)사직공원 전망대,126.9115291,35.14167721,3,4,실내,자연/힐링
TH01,291,29104,2911071000,(광주)의재미술관,126.9667165,35.12924809,4,6,실내,문화/예술
TH05,291,29105,2911071000,(광주)증심사,126.9555142,35.13395322,5,8,실외,종교/역사/전통
TH05,292,29201,4415054000,(공주)무녕왕릉,127.1293787,36.45961487,1,0,실내,종교/역사/전통
TH03,292,29202,4415054000,(공주)고마나루,127.1069366,36.46892267,2,2,실외,자연/힐링
TH05,292,29203,4415054000,(공주)국립공주박물관,127.1121802,36.46552948,3,4,실내,종교/역사/전통
TH05,292,29204,4415054000,(공주)공주정지산유적,127.1175906,36.46952904,4,6,실외,종교/역사/전통
TH03,292,29205,4415055000,(공주)금학생태공원,127.124076,36.4335696,5,8,실외,자연/힐링
TH05,292,29206,4415033000,(공주)갑사,127.1864479,36.36608082,6,11,실외,종교/역사/전통
TH05,292,29207,4415033000,(공주)신원사,127.1838818,36.3351578,7,13,실외,종교/역사/전통
TH03,293,29301,4211040000,(춘천)제이드가든,127.5419522,37.832873,1,0,실외,자연/힐링
TH01,293,29302,4211033000,(춘천)김유정문학촌,127.7182109,37.81873529,2,3,실외,문화/예술
TH03,293,29303,4211057000,(춘천)공지천,127.7112105,37.87363755,3,5,실외,자연/힐링
TH03,293,29304,4211067500,(춘천)물레길,127.685792,37.85495523,4,7,실외,자연/힐링
TH03,293,29305,4211070500,(춘천)강원도립화목원,127.7245237,37.92439389,5,9,실외,자연/힐링
TH02,293,29306,4211035000,(춘천)애니메이션박물관,127.6919388,37.89306115,6,11,실내,체험/학습/산업
TH05,293,29307,4211057000,(춘천)청평사,127.7150011,37.87448309,7,13,실외,종교/역사/전통
TH03,294,29401,2614068000,(부산)암남공원,129.0214099,35.07827918,1,0,실외,자연/힐링
TH03,294,29402,2638060100,(부산)아미산전망대,128.9607658,35.05282341,2,2,실내,자연/힐링
TH02,294,29403,2638056100,(부산)낙동강하구에코센터,128.945842,35.10444265,3,4,실내,체험/학습/산업
