테마분류,코스 아이디,관광지 아이디,지역 아이디,관광지명,경도(도),위도(도),코스순서,이동시간,실내구분,테마명
TH02,109,10906,4680025001,(장흥)정남진천문과학관,126.925912,34.658106,6,10,실내,체험/학습/산업
TH05,109,10907,4681034001,(강진)고려청자도요지,126.801032,34.508635,7,13,실외,종교/역사/전통
TH05,109,10908,4683036000,(영암)왕인박사유적지,126.631222,34.756952,8,16,실외,종교/역사/전통
TH05,109,10909,4683036000,(영암)구림전통마을,126.621582,34.763367,9,17,실외,종교/역사/전통
TH02,109,10910,4683034001,(영암)마한문화공원,126.584188,34.895545,10,18,실외,체험/학습/산업
TH03,110,11001,4673034001,(구례)노고단(성삼재),127.531367,35.293819,1,0,실외,자연/힐링
TH05,110,11002,4673034001,(구례)화엄사,127.495732,35.254101,2,2,실외,종교/역사/전통
TH03,110,11003,4672025000,(곡성)섬진강기차마을,127.307465,35.278095,3,5,실외,자연/힐링
TH05,110,11004,4615035001,(순천)송광사,127.266259,35.065258,4,8,실외,종교/역사/전통
TH03,110,11005,4615038000,(순천)낙안읍성민속마을,127.340284,34.907139,5,10,실외,자연/힐링
TH03,110,11006,4615051500,(순천)순천만자연생태공원,127.509729,34.885575,6,13,실외,자연/힐링
TH05,110,11007,4613000000,(여수)2012여수세계박람회장(홍보관),127.750899,34.743347,7,16,실내,종교/역사/전통
TH05,110,11008,4613051500,(여수)선소,127.663257,34.754961,8,17,실외,종교/역사/전통
TH05,110,11009,4613051500,(여수)진남관,127.736643,34.741985,9,18,실외,종교/역사/전통
TH03,110,11010,4613053501,(여수)오동도,127.766498,34.744666,10,19,실외,자연/힐링
TH03,111,11101,4775031002,(청송)주왕산국립공원,129.166599,36.388218,1,0,실외,자연/힐링
TH03,111,11102,4775031004,(청송)주산지,129.189791,36.362738,2,1,실외,자연/힐링
TH03,111,11103,4775031004,(청송)절골,129.182809,36.368708,3,3,실외,자연/힐링
TH03,111,11104,4775031003,(청송)얼음골,129.223761,36.316224,4,5,실외,자연/힐링
TH03,111,11105,4775032001,(청송)자연휴양림,129.055,36.314725,5,7,실외,자연/힐링
TH03,111,11106,4775035001,(청송)신성계곡,128.989978,36.325444,6,9,실외,자연/힐링
TH03,111,11107,4775035001,(청송)백석탄,128.976562,36.35694,7,10,실외,자연/힐링
TH02,112,11201,4790025000,(예천)진호국제양궁장,128.46865,36.634336,1,0,실외,체험/학습/산업
TH03,112,11202,4790034000,(예천)예천온천,128.498722,36.722699,2,1,실내,자연/힐링
TH02,112,11203,4790034000,(예천)천문과학문화센터,128.50478,36.700943,3,2,실내,체험/학습/산업
TH02,112,11204,4790032002,(예천)곤충생태체험관,128.457931,36.824291,4,4,실외,체험/학습/산업
TH03,112,11205,4790035001,(예천)학가산우래자연휴양림,128.591452,36.675667,5,5,실외,자연/힐링
TH05,112,11206,4790032000,(예천)효자 도시복 생가,128.391428,36.795577,6,7,실외,종교/역사/전통
TH03,112,11207,4790038001,(예천)회룡포,128.320701,36.575818,7,10,실외,자연/힐링
TH03,113,11301,4713057000,(경주)대릉원(천마총) 가는길,129.212337,35.837925,1,0,실외,자연/힐링
TH05,113,11302,4713057000,(경주)첨성대,129.219063,35.834683,2,1,실외,종교/역사/전통
TH05,113,11303,4713057000,(경주)석빙고,129.223908,35.832041,3,4,실외,종교/역사/전통
TH05,113,11304,4713057000,(경주)안압지,129.227114,35.834619,4,5,실외,종교/역사/전통
TH05,113,11305,4713031001,(경주)불국사,129.332092,35.790097,5,7,실외,종교/역사/전통
TH05,113,11306,4713031001,(경주)석굴암,129.34917,35.794795,6,8,실외,종교/역사/전통
TH03,113,11307,4713066000,(경주)보문관광단지,129.286631,35.842869,7,10,실외,자연/힐링
TH02,114,11401,4794025000,(울릉)도동항,130.909956,37.481177,1,0,실외,체험/학습/산업
TH05,114,11402,4794025000,(울릉)독도박물관(약수공원),130.900928,37.483427,2,2,실외,종교/역사/전통
TH03,114,11403,4794025000,(울릉)독도전망대케이블카,130.899223,37.487046,3,5,실외,자연/힐링
TH03,114,11404,4794025004,(울릉)독도관광,131.859723,37.243967,4,7,실외,자연/힐링
TH03,114,11405,4794025000,(울릉)도동항,130.909956,37.481177,5,10,실외,자연/힐링
TH02,115,11501,4794025000,(울릉)도동항,130.909956,37.481177,1,0,실외,체험/학습/산업
TH03,115,11502,4794025002,(울릉)봉래폭포,130.88354,37.499536,2,2,실외,자연/힐링
TH03,115,11503,4794025002,(울릉)내수전일출전망대,130.908649,37.51234,3,5,실외,자연/힐링
TH03,115,11504,4794025000,(울릉)행남해안산책로,130.920326,37.486646,4,7,실외,자연/힐링
TH02,115,11505,4794025000,(울릉)도동항,130.909956,37.481177,5,9,실외,체험/학습/산업
TH02,116,11601,4794025000,(울릉)도동항,130.909956,37.481177,1,0,실외,체험/학습/산업
TH03,116,11602,4794025002,(울릉)성인봉(나리분지) ,130.866153,37.503257,2,3,실외,자연/힐링
TH03,116,11603,4794025003,(울릉)죽도관광,130.937683,37.531236,3,5,실외,자연/힐링
TH02,116,11604,4794025000,(울릉)도동항,130.909956,37.481177,4,9,실외,체험/학습/산업
TH03,117,11701,4793033000,(울진)왕피천엑스포공원,129.403756,36.969871,1,0,실외,자연/힐링
TH03,117,11702,4793033000,(울진)성류굴 ,129.379756,36.956626,2,2,실내,자연/힐링
TH05,117,11703,4793025300,(울진)월송정,129.468948,36.743792,3,4,실외,종교/역사/전통
TH03,117,11704,4793036000,(울진)백암온천 ,129.342739,36.711072,4,7,실내,자연/힐링
TH03,117,11705,4793036001,(울진)백암산,129.297916,36.738444,5,10,실외,자연/힐링
TH05,118,11801,4793033000,(울진)불영사·불영사계곡,129.273802,36.940762,1,0,실외,종교/역사/전통
TH02,118,11802,4793033000,(울진)민물고기 생태체험관,129.380785,36.96622,2,2,실내,체험/학습/산업
TH05,118,11803,4793033000,(울진)망양정,129.413086,36.968736,3,4,실외,종교/역사/전통
TH03,118,11804,4793031001,(울진)덕구계곡·덕구온천,129.281123,37.078054,4,6,실외,자연/힐링
TH03,118,11805,4793032001,(울진)금강송 군락지,129.202432,36.992814,5,9,실외,자연/힐링
TH03,119,11901,4777025000,(영덕)오십천,129.374967,36.401443,1,0,실외,자연/힐링
TH03,119,11902,4777033001,(영덕)팔각산,129.246848,36.347465,2,2,실외,자연/힐링
TH02,119,11903,4777031000,(영덕)강구항,129.390912,36.358949,3,5,실외,체험/학습/산업
TH02,119,11904,4777032000,(영덕)경보화석박물관,129.376581,36.29615,4,8,실외,체험/학습/산업
TH03,119,11905,4777032000,(영덕)부경온천,129.366226,36.269334,5,10,실외,자연/힐링
TH03,120,12001,4777031001,(영덕)삼사해상공원,129.385329,36.350977,1,0,실외,자연/힐링
TH02,120,12002,4777031000,(영덕)강구항,129.390912,36.358949,2,1,실외,체험/학습/산업
TH02,120,12003,4777025002,(영덕)풍력발전단지,129.416661,36.418789,3,3,실외,체험/학습/산업
TH03,120,12004,4777025002,(영덕)해맞이공원,129.43479,36.428986,4,4,실외,자연/힐링
TH05,120,12005,4777035001,(영덕)신돌석장군유적지,129.404001,36.51894,5,6,실외,종교/역사/전통
TH02,120,12006,4777038000,(영덕)인량리전통마을 ,129.362848,36.566118,6,7,실외,체험/학습/산업
TH02,120,12007,4777036001,(영덕)괴시리전통마을,129.422061,36.544726,7,9,실외,체험/학습/산업
TH03,120,12008,4777037000,(영덕)고래불해수욕장,129.411618,36.59975,8,10,실외,자연/힐링
TH05,121,12101,4713057000,(경주)삼릉,129.207639,35.797761,1,0,실외,종교/역사/전통
TH05,121,12102,4713060500,(경주)상선암,129.230651,35.795857,2,1,실외,종교/역사/전통
TH03,121,12103,4713033000,(경주)금오산,129.225221,35.767218,3,1,실외,자연/힐링
TH05,121,12104,4713060500,(경주)금오정,129.244107,35.791895,4,4,실외,종교/역사/전통
TH05,121,12105,4713060500,(경주)마애삼존불,129.255385,35.820287,5,5,실외,종교/역사/전통
TH05,121,12106,4713057000,(경주)포석정,129.212732,35.807183,6,7,실외,종교/역사/전통
TH05,121,12107,4713060500,(경주)옥룡암,129.233501,35.815412,7,8,실외,종교/역사/전통
TH05,121,12108,4713060500,(경주)장창지,129.226699,35.807845,8,9,실외,종교/역사/전통
TH05,121,12109,4713060500,(경주)부처골감실여래좌상,129.229691,35.816902,9,10,실외,종교/역사/전통
TH05,121,12110,4713060500,(경주)보리사,129.235806,35.811836,10,11,실외,종교/역사/전통
TH05,122,12201,4713066000,(경주)신라역사과학관,129.311379,35.806885,1,0,실외,종교/역사/전통
TH05,122,12202,4713031001,(경주)불국사,129.332092,35.790097,2,2,실외,종교/역사/전통
TH05,122,12203,4713031001,(경주)석굴암,129.34917,35.794795,3,4,실외,종교/역사/전통
TH03,122,12204,4713031001,(경주)토함산 자연휴양림,129.36505,35.755829,4,7,실외,자연/힐링
TH05,122,12205,4713057000,(경주)국립경주박물관,129.227906,35.829397,5,9,실내,종교/역사/전통
TH02,123,12301,4711158000,(포항)방사광가속연구소,129.321543,36.012122,1,0,실내,체험/학습/산업
TH02,123,12302,4711156000,(포항)포스코역사관,129.387006,35.99713,2,3,실내,체험/학습/산업
TH05,123,12303,4711133000,(포항)장기읍성,129.48886,35.896227,3,6,실외,종교/역사/전통
TH03,123,12304,4711135000,(포항)호미곶해맞이광장/국립등대박물관,129.566653,36.076819,4,8,실외,자연/힐링
TH03,123,12305,4711100003,(포항)일월지,129.426283,35.977104,5,10,실외,자연/힐링
TH03,124,12401,4711335000,(포항)경상북도수목원,129.259234,36.21899,1,0,실외,자연/힐링
TH05,124,12402,4711333000,(포항)보경사,129.317283,36.250043,2,2,실외,종교/역사/전통
TH03,124,12403,4711333000,(포항)내연산,129.283646,36.278845,3,5,실외,자연/힐링
TH03,124,12404,4711371000,(포항)환호해맞이공원,129.392948,36.067705,4,8,실외,자연/힐링
TH05,125,12501,4785032001,(칠곡)한티성지,128.629741,36.016148,1,0,실외,종교/역사/전통
TH05,125,12502,4785032001,(칠곡)가산산성,128.588942,36.020307,2,2,실외,종교/역사/전통
TH03,125,12503,4785025602,(칠곡)송정자연휴양림,128.447594,36.023332,3,4,실외,자연/힐링
TH05,125,12504,4785037000,(칠곡)성베네딕도왜관수도원,128.402767,35.988739,4,6,실외,종교/역사/전통
TH05,125,12505,4785025001,(칠곡)가실(낙산) 성당,128.405259,35.936722,5,8,실내,종교/역사/전통
TH05,125,12506,4785031001,(칠곡)신나무골성지,128.462526,35.966617,6,10,실외,종교/역사/전통
TH05,126,12601,4785033001,(칠곡)다부동전적기념관,128.517672,36.04666,1,0,실내,종교/역사/전통
TH05,126,12602,4785033001,(칠곡)유학산6.25격전지,128.510337,36.064411,2,2,실외,종교/역사/전통
TH03,126,12603,4785025602,(칠곡)도개온천 ,128.471063,36.046204,3,5,실내,자연/힐링
TH05,126,12604,4785037000,(칠곡)낙동강구철교,128.394414,36.002131,4,7,실외,종교/역사/전통
TH05,126,12605,4785025600,(칠곡)왜관전적기념관,128.40354,36.018426,5,10,실내,종교/역사/전통
TH02,127,12701,4784025000,(성주)참외생태학습관,128.2526,35.915133,1,0,실외,체험/학습/산업
TH03,127,12702,4784033001,(성주)가야산야생화식물원,128.141795,35.803269,2,4,실외,자연/힐링
TH02,127,12703,4889033000,(합천)녹색농촌마을,128.136988,35.770204,3,8,실외,체험/학습/산업
TH05,128,12801,4784039001,(성주)세종대왕자태실,128.294836,36.014539,1,0,실외,종교/역사/전통
TH05,128,12802,4784025002,(성주)성산동고분군,128.309383,35.904503,2,1,실외,종교/역사/전통
TH03,128,12803,4784025000,(성주)성밖숲,128.279004,35.916128,3,4,실외,자연/힐링
TH03,128,12804,4784033001,(성주)가야산,128.140419,35.822988,4,5,실외,자연/힐링
TH02,128,12805,4784039000,(성주)한개마을,128.326636,35.928813,5,8,실외,체험/학습/산업
TH05,128,12806,4784039000,(성주)감응사,128.332217,35.93414,6,10,실외,종교/역사/전통
TH05,129,12901,4783025002,(고령)우륵박물관,128.263786,35.742334,1,0,실내,종교/역사/전통
TH03,129,12902,4783025000,(고령)대가야고분관광로,128.260634,35.719284,2,3,실외,자연/힐링
TH02,129,12903,4783037001,(고령)개실마을,128.228152,35.667814,3,6,실외,체험/학습/산업
TH02,129,12904,4783037001,(고령)백산초등학교,128.208682,35.676063,4,9,실외,체험/학습/산업
TH05,130,13001,4783025003,(고령)양전동암각화,128.292196,35.712804,1,0,실외,종교/역사/전통
TH05,130,13002,4783025000,(고령)대가야박물관,128.257065,35.723114,2,2,실내,종교/역사/전통
TH05,130,13003,4783025000,(고령)지산동고분군,128.252743,35.724618,3,3,실외,종교/역사/전통
TH03,130,13004,4783025000,(고령)고천원공원 ,128.251565,35.716105,4,5,실외,자연/힐링
TH02,130,13005,4783037002,(고령)대가야문화학교,128.232197,35.70854,5,7,실내,체험/학습/산업
TH05,130,13006,4783037002,(고령)반룡사,128.216728,35.731946,6,8,실외,종교/역사/전통
TH05,130,13007,4783025000,(고령)김면장군유적,128.246355,35.716275,7,10,실외,종교/역사/전통
TH03,131,13101,4782035000,(청도)운문댐,128.920675,35.714655,1,0,실외,자연/힐링
TH05,131,13102,4782035001,(청도)운문사,128.955056,35.67466,2,2,실외,종교/역사/전통
TH03,131,13103,4782035002,(청도)운문산자연휴양림,129.024772,35.649526,3,4,실외,자연/힐링
TH05,131,13104,4782037000,(청도)동창천삼족대,128.878235,35.673088,4,7,실외,종교/역사/전통
TH03,131,13105,4782037000,(청도)처진소나무,128.85923,35.669519,5,9,실외,자연/힐링
TH02,132,13201,4772032001,(군위)경북대 자연사박물관,128.57694,36.121489,1,0,실내,체험/학습/산업
TH03,132,13202,4772037003,(군위)신비의소나무,128.874337,36.179031,2,3,실외,자연/힐링
TH03,132,13203,4772037002,(군위)장곡자연휴양림,128.840526,36.131743,3,6,실외,자연/힐링
TH02,132,13204,4772037001,(군위)옹기나라 도예체험(인각사/화산산성),128.751639,36.132039,4,9,실내,체험/학습/산업
TH03,133,13301,4729031001,(경산)갓바위 ,128.738756,35.987506,1,0,실외,자연/힐링
TH05,133,13302,4729031002,(경산)원효암,128.767057,35.980008,2,2,실외,종교/역사/전통
TH05,133,13303,4729033002,(경산)제석사,128.82127,35.821727,3,4,실외,종교/역사/전통
TH05,133,13304,4729035001,(경산)도동재,128.802145,35.798758,4,6,실외,종교/역사/전통
TH03,133,13305,4729035001,(경산)상대온천관광호텔,128.792321,35.780583,5,8,실내,자연/힐링
TH05,133,13306,4729036000,(경산)영남대박물관,128.75757,35.832249,6,10,실내,종교/역사/전통
TH05,134,13401,4729036000,(경산)압량유적,128.768201,35.847855,1,0,실외,종교/역사/전통
TH05,134,13402,4729036000,(경산)영남대박물관,128.75757,35.832249,2,2,실내,종교/역사/전통
TH05,134,13403,4729051000,(경산)임당동고분군,128.744749,35.842174,3,5,실외,종교/역사/전통
TH03,134,13404,4729037001,(경산)석정온천,128.734164,35.792768,4,7,실내,자연/힐링
TH05,134,13405,4729033000,(경산)계정숲(한장군묘),128.818334,35.817756,5,9,실외,종교/역사/전통
TH03,135,13501,4723034000,(영천)오리장림 ,128.912257,36.117063,1,0,실외,자연/힐링
TH02,135,13502,4723034002,(영천)보현산천문대,128.977123,36.164741,2,2,실내,체험/학습/산업
TH02,135,13503,4723034003,(영천)정각별빛마을,128.995038,36.149771,3,5,실외,체험/학습/산업
TH03,135,13504,4723037000,(영천)영천댐호반도로,129.012047,36.064247,4,7,실외,자연/힐링
TH05,135,13505,4723037000,(영천)임고서원,128.973267,36.016759,5,10,실외,종교/역사/전통
TH05,136,13601,4723031002,(영천)은해사,128.764671,35.994795,1,0,실외,종교/역사/전통
TH04,136,13602,4723034003,(영천)보현자연수련원,129.033754,36.138623,2,2,실내,캠핑/스포츠
TH05,136,13603,4723039002,(영천)돌할매,129.045763,35.939746,3,6,실외,종교/역사/전통
TH03,136,13604,4723039000,(영천)만불산,129.032334,35.909453,4,9,실외,자연/힐링
TH05,137,13701,4719056501,(구미)박정희대통령생가,128.34873,36.088551,1,0,실내,종교/역사/전통
TH05,137,13702,4719062200,(구미)지주중류비,128.376671,36.081262,2,2,실외,종교/역사/전통
TH05,137,13703,4719051000,(구미)채미정,128.313036,36.112542,3,3,실외,종교/역사/전통
TH05,137,13704,4719051000,(구미)약사암,128.309479,36.109332,4,5,실외,종교/역사/전통
TH05,137,13705,4719056501,(구미)법성사,128.320696,36.100421,5,7,실외,종교/역사/전통
TH03,137,13706,4719051000,(구미)금오지,128.317333,36.118049,6,9,실외,자연/힐링
TH02,137,13707,4719051000,(구미)자연환경연수원,128.308148,36.119056,7,10,실내,체험/학습/산업
TH05,138,13801,4719025000,(구미)죽장리 오층석탑,128.276254,36.240972,1,0,실외,종교/역사/전통
TH05,138,13802,4719034001,(구미)도개(전모례가정/신라불교초전지마을),128.362037,36.288174,2,2,실외,종교/역사/전통
TH01,138,13803,4719034001,(구미)일선리문화재단지,128.34812,36.267417,3,5,실외,문화/예술
TH05,138,13804,4719034001,(구미)선산(해평) 낙산 삼층 석탑,128.361778,36.258504,4,7,실외,종교/역사/전통
TH05,138,13805,4719034002,(구미)도리사,128.401594,36.252914,5,9,실외,종교/역사/전통
TH05,139,13901,4715037000,(김천)용화사 ,128.039219,36.147951,1,0,실외,종교/역사/전통
TH05,139,13902,4715038000,(김천)직지사 ,128.004373,36.11649,2,4,실외,종교/역사/전통
TH03,139,13903,4715037000,(김천)황학산,127.966141,36.119144,3,8,실외,자연/힐링
TH05,140,14001,4715045002,(김천)청암사,128.004447,35.889858,1,0,실외,종교/역사/전통
TH05,140,14002,4715045001,(김천)수도암 ,128.011208,35.851704,2,3,실외,종교/역사/전통
TH02,140,14003,4715045002,(김천)옛날솜씨마을,128.020506,35.895482,3,6,실외,체험/학습/산업
TH03,140,14004,4715051600,(김천)강변조각공원,128.116087,36.130206,4,8,실외,자연/힐링
TH03,141,14101,4792035001,(봉화)고선계곡,128.956039,36.989246,1,0,실외,자연/힐링
TH03,141,14102,4792039001,(봉화)청옥산/자연휴양림,128.983621,37.025578,2,4,실외,자연/힐링
TH03,141,14103,4792039002,(봉화)백천계곡,128.983457,37.067077,3,9,실외,자연/힐링
TH05,142,14201,4792034000,(봉화)만산고택 권진사댁,128.914828,36.935087,1,0,실외,종교/역사/전통
TH05,142,14202,4792034002,(봉화)각화사(태백산사고지),128.908743,36.991709,2,2,실외,종교/역사/전통
TH03,142,14203,4792031004,(봉화)금강소나무숲 산책로,128.8095,37.000538,3,4,실외,자연/힐링
TH03,142,14204,4792031003,(봉화)오전약수관광지,128.748453,37.013302,4,7,실외,자연/힐링
TH05,142,14205,4792031004,(봉화)축서사,128.800134,36.981546,5,9,실외,종교/역사/전통
TH05,143,14301,4792037001,(봉화)청량산박물관,128.893714,36.787987,1,0,실내,종교/역사/전통
TH05,143,14302,4792037002,(봉화)청량산(청량사),128.908389,36.796497,2,2,실외,종교/역사/전통
TH03,143,14303,4792037000,(봉화)이나리강변,128.899978,36.858802,3,4,실외,자연/힐링
TH03,143,14304,4792032000,(봉화)다덕약수관광지,128.824643,36.912954,4,7,실외,자연/힐링
TH02,143,14305,4792025000,(봉화)닭실마을,128.742505,36.904996,5,10,실외,체험/학습/산업
TH02,144,14401,4790025000,(예천)예천진호 국제양궁장,128.46865,36.634336,1,0,실외,체험/학습/산업
TH02,144,14402,4790032000,(예천)양수발전소,128.426665,36.752642,2,2,실내,체험/학습/산업
TH05,144,14403,4790032002,(예천)산업곤충박물관,128.459586,36.827139,3,5,실내,종교/역사/전통
TH01,144,14404,4790034000,(예천)천문과학문화센터,128.505375,36.701196,4,7,실내,문화/예술
TH03,144,14405,4790034001,(예천)예천온천,128.491217,36.718673,5,10,실내,자연/힐링
TH03,145,14501,4790038001,(예천)회룡포,128.320701,36.575818,1,0,실외,자연/힐링
TH05,145,14502,4790031001,(예천)용문사,128.370342,36.731299,2,2,실외,종교/역사/전통
TH02,145,14503,4790031000,(예천)금당실마을,128.410106,36.690917,3,5,실외,체험/학습/산업
TH03,145,14504,4790035001,(예천)학가산/우래자연휴양림 ,128.593262,36.676905,4,7,실외,자연/힐링
TH05,145,14505,4790035001,(예천)보문사,128.559737,36.655297,5,10,실외,종교/역사/전통
TH02,146,14601,4776025001,(영양)선바위관광지구,129.089048,36.600378,1,0,실외,체험/학습/산업
TH03,146,14602,4776034003,(영양)반딧불이생태공원,129.268743,36.8295,2,2,실외,자연/힐링
TH03,146,14603,4776034000,(영양)검마산자연휴양림,129.233304,36.745343,3,4,실외,자연/힐링
TH03,146,14604,4776033002,(영양)일월산,129.098315,36.801612,4,7,실외,자연/힐링
TH03,146,14605,4776033003,(영양)일원산 자생화공원,129.134672,36.810639,5,10,실외,자연/힐링
TH02,147,14701,4776035000,(영양)이문열과 두들마을,129.126292,36.558336,1,0,실외,체험/학습/산업
TH05,147,14702,4776025001,(영양)오일도,129.088443,36.632625,2,1,실외,종교/역사/전통
TH02,147,14703,4776025001,(영양)감천마을,129.096969,36.629655,3,3,실외,체험/학습/산업
TH02,147,14704,4776033001,(영양)조지훈과 주실마을,129.097345,36.71826,4,4,실외,체험/학습/산업
TH03,147,14705,4776034002,(영양)수하청소년수련원,129.26954,36.837694,5,6,실내,자연/힐링
TH02,147,14706,4776034000,(영양)금경연과 금촌마을,129.196953,36.76698,6,7,실외,체험/학습/산업
TH02,147,14707,4776025001,(영양)서석지(연당마을),129.069722,36.611667,7,10,실외,체험/학습/산업
TH03,148,14801,4775025000,(청송)달기약수,129.083688,36.438599,1,0,실외,자연/힐링
TH05,148,14802,4775031002,(청송)주왕산·대전사,129.166599,36.388218,2,2,실외,종교/역사/전통
TH03,148,14803,4775031004,(청송)주산지,129.185222,36.365334,3,4,실외,자연/힐링
TH03,148,14804,4775031003,(청송)얼음골,129.223761,36.316224,4,6,실외,자연/힐링
TH03,148,14805,4775032001,(청송)자연휴양림,129.055,36.314725,5,8,실외,자연/힐링
TH03,148,14806,4775035001,(청송)신성계곡,128.989978,36.325444,6,10,실외,자연/힐링
TH01,149,14901,4775037002,(청송)야송미술관,129.118961,36.505953,1,0,실내,문화/예술
TH02,149,14902,4775037000,(청송)진보옹기체험관,129.043179,36.522849,2,2,실외,체험/학습/산업
TH02,149,14903,4775036000,(청송)한지장·예술의 집,129.0295,36.485761,3,4,실내,체험/학습/산업
TH02,149,14904,4775036001,(청송)양수발전소,129.030393,36.418189,4,6,실내,체험/학습/산업
TH05,149,14905,4775025001,(청송)송소고택,129.026888,36.436354,5,8,실외,종교/역사/전통
TH05,149,14906,4775035001,(청송)방호정,128.969453,36.325618,6,10,실외,종교/역사/전통
TH02,150,15001,4773031001,(의성)사촌마을,128.761484,36.433464,1,0,실외,체험/학습/산업
TH05,150,15002,4773031001,(의성)고운사,128.750156,36.458444,2,2,실외,종교/역사/전통
TH02,150,15003,4773043001,(의성)교촌농촌체험마을,128.470818,36.369741,3,4,실외,체험/학습/산업
TH05,150,15004,4773043001,(의성)비안향교,128.471987,36.370294,4,7,실외,종교/역사/전통
TH03,150,15005,4773044000,(의성)대곡사(비봉산),128.353505,36.450282,5,9,실외,자연/힐링
TH02,151,15101,4773037000,(의성)산운마을,128.697712,36.246456,1,0,실외,체험/학습/산업
TH05,151,15102,4773037000,(의성)금성산고분군 ,128.674162,36.266897,2,2,실외,종교/역사/전통
TH03,151,15103,4773038001,(의성)탑산약수온천,128.602448,36.287817,3,4,실내,자연/힐링
TH05,151,15104,4773025000,(의성)의성향교,128.697005,36.352658,4,7,실외,종교/역사/전통
TH05,151,15105,4773031001,(의성)고운사,128.750156,36.458444,5,9,실외,종교/역사/전통
TH03,152,15201,4728035001,(문경)경천호,128.31472,36.689866,1,0,실외,자연/힐링
TH05,152,15202,4728034001,(문경)김용사,128.223751,36.739715,2,4,실외,종교/역사/전통
TH05,152,15203,4728034002,(문경)대승사,128.271965,36.749539,3,8,실외,종교/역사/전통
TH02,153,15301,4728025000,(문경)문경활공장,128.151461,36.736942,1,0,실외,체험/학습/산업
TH04,153,15302,4728025002,(문경)사계절썰매장,128.073879,36.759984,2,3,실외,캠핑/스포츠
TH04,153,15303,4728025000,(문경)철로자전거,128.106772,36.731129,3,6,실외,캠핑/스포츠
TH03,153,15304,4728036001,(문경)불정자연휴양림 ,128.135301,36.62031,4,8,실외,자연/힐링
TH04,153,15305,4728036001,(문경)관광사격장,128.129495,36.642696,5,10,실외,캠핑/스포츠
TH01,154,15401,4728025001,(문경)도자기전시관,128.083782,36.741412,1,0,실내,문화/예술
TH05,154,15402,4728025002,(문경)문경세재 1~3관문,128.076967,36.761616,2,2,실외,종교/역사/전통
TH05,154,15403,4728025000,(문경)청운각 ,128.104932,36.736509,3,4,실외,종교/역사/전통
TH05,154,15404,4728036001,(문경)고모산성(토천),128.129745,36.662443,4,6,실외,종교/역사/전통
TH05,154,15405,4728025300,(문경)석탄박물관,128.065402,36.647482,5,8,실내,종교/역사/전통
TH02,154,15406,4728025300,(문경)연개소문 촬영장,128.064906,36.654462,6,10,실외,체험/학습/산업
TH05,155,15501,4372031502,(상주)문장대,127.861816,36.56788,1,0,실외,종교/역사/전통
TH03,155,15502,4725042000,(상주)용유계곡,127.928367,36.57229,2,2,실외,자연/힐링
TH02,155,15503,4725042000,(상주)병천농촌체험마을,127.925759,36.573059,3,5,실외,체험/학습/산업
TH05,155,15504,4725044000,(상주)동학교당,128.060532,36.539957,4,7,실외,종교/역사/전통
TH03,155,15505,4725044000,(상주)성주봉자연휴양림,128.05449,36.544492,5,10,실외,자연/힐링
TH05,156,15601,4725032000,(상주)충의사,128.213263,36.444523,1,0,실외,종교/역사/전통
TH05,156,15602,4725032000,(상주)상주박물관,128.241046,36.45997,2,2,실내,종교/역사/전통
TH05,156,15603,4725032000,(상주)경천대 ,128.247184,36.456906,3,5,실외,종교/역사/전통
TH05,156,15604,4725000000,(상주)임란북천전적지,128.150816,36.425569,4,7,실외,종교/역사/전통
TH03,156,15605,4725033001,(상주)갑장산,128.188611,36.347222,5,9,실외,자연/힐링
TH02,157,15701,4721033001,(영주)수도리전통마을,128.633124,36.727618,1,0,실외,체험/학습/산업
TH05,157,15702,4721063000,(영주)가흥리 마애산존불상·가흥리암각화 ,128.605366,36.818401,2,2,실외,종교/역사/전통
TH05,157,15703,4721031000,(영주)흑석사,128.671633,36.822962,3,4,실외,종교/역사/전통
TH05,157,15704,4721031002,(영주)괴헌고택 ,128.699302,36.805318,4,7,실외,종교/역사/전통
TH06,157,15705,4721025000,(영주)풍기인삼시장,128.52343,36.873031,5,9,실외,쇼핑/놀이
TH05,158,15801,4721025001,(영주)죽령옛길,128.464922,36.894494,1,0,실외,종교/역사/전통
TH05,158,15802,4721025001,(영주)천문대 ,128.45734,36.934207,2,2,실외,종교/역사/전통
TH05,158,15803,4721025001,(영주)희방사·희방폭포,128.457956,36.91778,3,3,실외,종교/역사/전통
TH03,158,15804,4721025001,(영주)풍기온천,128.479315,36.888252,4,5,실내,자연/힐링
TH03,158,15805,4721036001,(영주)옥녀봉자연휴양림 ,128.470596,36.850372,5,7,실외,자연/힐링
TH06,158,15806,4721025000,(영주)풍기인삼시장 ,128.52343,36.873031,6,8,실외,쇼핑/놀이
TH06,158,15807,4721025000,(영주)풍기인견전시·판매장,128.524994,36.861383,7,10,실외,쇼핑/놀이
TH05,159,15901,4721037000,(영주)순흥읍내리 벽화고분/금성단,128.581041,36.9177,1,0,실외,종교/역사/전통
TH03,159,15902,4721025001,(영주)초암사(죽계구곡),128.470788,36.913142,2,2,실외,자연/힐링
TH05,159,15903,4721037000,(영주)소수서원/선비촌,128.580328,36.925495,3,6,실외,종교/역사/전통
TH05,159,15904,4721039002,(영주)부석사,128.68746,36.998969,4,10,실외,종교/역사/전통
